product_id,title,usage,author,Sex,Location,rating,date,text,_id
8668644,,Usado para de 7 a 12 meses,Luís Miguel Gomes,Unknown,Unknown,5.0,2023-07-30,Bom produto,66426e9b087e1022e1599dd2
8668644,Bola barata,Usado para Menos de 1 semana,FILIPE,Unknown,Unknown,5.0,2023-07-17,Boa bola para as crianças jogares. Macia e leve. Já é a segunda que compramos e tem boa resistência,66426e9b087e1022e1599dd3
8668644,Recomendo,Usado para de 3 a 6 meses,Ricardo alexandre fernandes,Unknown,Unknown,5.0,2023-06-11,Bom preço,66426e9c087e1022e1599dd4
8579039,Excellent training junior rugby ball,Usado para de 2 a 8 semanas,Andy,Hombre,Reino Unido,5.0,2023-10-20,Great product for eugby training with my son.,66426ec9087e1022e1599dd5
8579039,parfait,Usado para de 3 a 6 meses,Elizabeth,Unknown,Unknown,5.0,2024-03-28,"bon rapport qualité prix
Bonne qualité",66426eca087e1022e1599dd6
8579039,le ballon a plu…,Usado para de 2 a 8 semanas,Xavier,Unknown,Unknown,4.0,2024-03-04,le ballon a plu à un rugbyman,66426eca087e1022e1599dd7
8579039,Bon rapport qualité prix,Usado para de 3 a 6 meses,MARTINE,Mujer,Francia,4.0,2024-01-16,"Ballon de rugby idéal pour un usage occasionnel.
Mon fils l'utilise entre les entrainements. Il tient très bien.
Je recommande.",66426eca087e1022e1599dd8
8579039,ras,Usado para de 3 a 6 meses,Marjorie,Unknown,Unknown,3.0,2024-01-16,ras,66426ecb087e1022e1599dd9
8579039,dommage que ce ballon…,Usado para de 2 a 8 semanas,JEAN CLAUDE,Hombre,Francia,4.0,2024-01-06,"dommage que ce ballon soit livre non gonfle et sans aiguille de gonflage ,donc impossible de l utiliser immédiatement par les enfants",66426ecb087e1022e1599dda
8579039,Très bien,Usado para de 3 a 6 meses,PAUL,Unknown,Unknown,5.0,2023-12-17,Très bien,66426ecb087e1022e1599ddb
8579039,Rugby,Usado para de 2 a 8 semanas,Dominique,Hombre,Francia,4.0,2023-11-14,Bien,66426ecc087e1022e1599ddc
8579039,Parfait pour jouer avec…,Usado para de 2 a 8 semanas,Alexandre,Unknown,Unknown,5.0,2023-11-05,Parfait pour jouer avec les enfants,66426ecc087e1022e1599ddd
8579039,Bon ballon d'entrainement,Usado para de 2 a 8 semanas,Jean-François,Hombre,Francia,5.0,2023-10-31,"Bon ballon d'entrainement avec mon fils de 7ans.
Solide et confortable. Bonne taille pour commencer à jouer",66426ecc087e1022e1599dde
8767480,impeccable,Usado para de 2 a 8 semanas,Maxime,Unknown,Unknown,5.0,2024-03-28,très bien pour mes enfants,66426ede087e1022e1599ddf
8767480,"Au top, MAIS",Usado para de 2 a 8 semanas,Guillaume,Hombre,Francia,4.0,2023-11-16,"Super ballon taille 4, le toucher est très agréable et accroche bien. Le seul bémol, c'est qu'en creusant j'ai appris que les ""vrais"" ballons de Touch sont plutôt entre la T4 et la T5, une taille spécifique légèrement plus grande que ce ballon donc :-s",66426ede087e1022e1599de0
8767480,Ras,Usado para de 2 a 8 semanas,Jean-Marie,Unknown,Unknown,5.0,2023-09-21,Ras,66426edf087e1022e1599de1
8569813,Prima handbal,Usado para de 2 a 8 semanas,Gerard,Hombre,Países Bajos,5.0,2023-07-16,Bal was voor Dre fervent handballer mijn kleinzoon.,66426f2b087e1022e1599de2
8814094,Ballon de foot,Usado para de 2 a 8 semanas,Florence,Mujer,Suiza,5.0,2023-07-01,Mon fils de 13 ans en est très content,66426f3c087e1022e1599de3
8814094,Ras,Usado para de 3 a 6 meses,Jean luc,Unknown,Unknown,5.0,2023-09-06,Ras,66426f3d087e1022e1599de4
8814094,Deja crevé pas solide…,Usado para de 2 a 8 semanas,MARTINE,Unknown,Unknown,1.0,2023-07-24,Deja crevé pas solide du tout déçue,66426f3d087e1022e1599de5
8814094,Bonne qualité,Usado para de 2 a 8 semanas,Laurence,Unknown,Unknown,5.0,2023-07-24,Bonne qualité,66426f3e087e1022e1599de6
8814094,Fantastique,Usado para de 2 a 8 semanas,mehdi,Unknown,Unknown,5.0,2023-07-20,Fantastique,66426f3e087e1022e1599de7
8814094,Super ballon et j'ai…,Usado para Menos de 1 semana,hakim,Unknown,Unknown,5.0,2023-07-02,Super ballon et j'ai aussi profiter de la promo,66426f3e087e1022e1599de8
8814094,Convient à mon fils…,Usado para de 2 a 8 semanas,Gaëlle,Unknown,Unknown,4.0,2023-06-30,Convient à mon fils de 14ans pour jouer avec ses amis en dehors des entraînements. Résistance et gonflage à voir avec le temps.,66426f3f087e1022e1599de9
8814094,Très bon produit,Usado para Menos de 1 semana,Bilaly,Unknown,Unknown,5.0,2023-05-29,Très bon produit,66426f3f087e1022e1599dea
