id,name,genre,brand,sticker,price,previous_price,discount,description,rating,n_reviews,color,_id
9a0c0df7-2a3d-4b75-b275-37413ff4c558_c255,Balón de baloncesto Molten B5R2 Talla 5,Unisex,MOLTEN,,14.9,18.9,True,"El Balón de baloncesto Molten B5R2 Talla 5 está confeccionado con caucho de alta calidad, compuesto por ocho paneles y cámara interior de butilo. Recomendado para uso interior y exterior.",,0,multicolor,664258e8f8fe2680f3a09af4
8497543,Balón Balonmano Playa Atorka HB500B Talla 2 Rojo,Unisex,ATORKA,,6.99,,False,"Los equipos de diseño han ideado un balón de balonmano playa, adherente y resistente, perfecto para jugar en la playa.",4.3,3,,664258f1f8fe2680f3a09af5
8821975,Balón de Fútbol ORBITA Serie A 23/24 PUMA,Unisex,PUMA,,23.49,34.99,True,Concebido para maximizar tu rendimiento el día del partido.,4.5,15,,664258faf8fe2680f3a09af6
8858400,Balón de fútbol Borussia Dortmund Talla 5,Unisex,PUMA,,18.99,24.99,True,"Juega como si lo hicieras en el «Muro Amarillo» con este balón T5 con los colores del Borussia Dortmund, perfecto para tus entrenamientos y partidos.",,0,,66425902f8fe2680f3a09af7
8545796,Balón Fútbol Sala Imviso FS100 52 cm (talla 2),Unisex,KIPSTA,,7.99,,False,"Hemos desarrollado este balón para jugadores de fútbol sala que están aprendiendo los gestos técnicos, y que buscan un balón adaptado a su estatura.",4.0,6,amarillo fluorescente,66425916f8fe2680f3a09af8
8826051,Balón de balonmano talla 0 - H100 SOFT iniciación PVC naranja,Unisex,KIPSTA,,4.99,,False,"El equipo de diseño ha concebido un balón ideal para iniciarse en la práctica del balonmano, para jóvenes jugadores y jugadoras en iniciación.",4.2,5,calabaza pastel fluorescente / blanco nieve,6642591ef8fe2680f3a09af9
8368090,Balón de Rugby Gilbert GTR 4000 Talla 5 Blanco y Negro,Unisex,GILBERT,,23.49,24.99,True,Este balón de rugby ha sido diseñado para practicar durante los entrenamientos (de 1 a 3 veces por semana). Escogido por su agarre y su resistencia.,4.9,15,blanco / negro,66425927f8fe2680f3a09afa
8794859,Balón de fútbol americano Super Bowl adulto - NFL 32 TEAMS OFICIAL Marrón,Unisex,WILSON,,21.99,29.99,True,Balón de fútbol americano de cuero con los colores de las 32 franquicias de la NFL,4.5,6,,66425930f8fe2680f3a09afb
8811478,BALÓN DE FÚTBOL PLAYA BS Pro HÍBRIDO TALLA 5 ROJO / NARANJA,Unisex,KIPSTA,,29.99,,False,"Hemos desarrollado este balón para la práctica del fútbol playa en competición, partidos y entrenamientos.",,0,rojo / naranja,66425938f8fe2680f3a09afc
8772251,BALÓN DE VOLEIBOL DE ESPUMA AZUL,Unisex,ALLSIX,,5.99,,False,Hemos diseñado este balón para todos aquellos que quieran familiarizarse con los primeros gestos del voleibol fácilmente y con total confianza.,4.6,68,,66425940f8fe2680f3a09afd
b76bcfca-025f-4aed-9bcd-53a9ea59fe67_c112.c20.c5,Baloncesto pista cubierta y al aire libre All Conference Naranja,Unisex,SPALDING,,24.95,,False,Baloncesto en pista cubierta y al aire libre,,0,calabaza / naranja / azul,66425949f8fe2680f3a09afe
90d95cb4-fa14-496c-acca-a483b0bf3557_c27,Balón fútbol de la NFL Wilson Officiel NFL DUKE New,Unisex,WILSON,,184.0,,False,"El balón Duke NFL encarna ahora, de la manera más auténtica posible, este balón icónico que ha estado en manos de los mejores jugadores desde que la NFL comenzó en 1941.",,0,marrón / marrón / marrón,66425952f8fe2680f3a09aff
